ingredient 1,ingredient 2,ingredient 3,ingredient 4,ingredient 5,ingredient 6,ingredient 7,ingredient 8,ingredient 9,ingredient 10,ingredient 11,ingredient 12,ingredient 13,ingredient 14,ingredient 15,ingredient 16,ingredient 17,ingredient 18,ingredient 19,ingredient 20,ingredient 21,ingredient 22,ingredient 23,ingredient 24,ingredient 25,ingredient 26,ingredient 27,ingredient 28,ingredient 29,ingredient 30,ingredient 31,ingredient 32,ingredient 33,ingredient 34,ingredient 35,ingredient 36,ingredient 37,ingredient 38,ingredient 39,ingredient 40,ingredient 41,ingredient 42,ingredient 43,ingredient 44,ingredient 45,ingredient 46,ingredient 47,ingredient 48,ingredient 49,ingredient 50,ingredient 51,ingredient 52,ingredient 53,ingredient 54,ingredient 55,ingredient 56,descripcion
BUTYROSPERMUM PARKII BUTTER,Copernicia cerífera wax,Zea Mays Starch,Magnesium Hydroxide,Zinc Oxide,Cocos Nucifera (Coconut) Oil,Lavandula Hybrida Grosso Oil,Lavandula Angustifolia Oil,Tocopheryl Acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agua Calma Desodorante Natural En Barra
Aqua,Glycerin,Tridecyl Stearate,Neopentyl Glycol Dicaprylate,Dicaprate,Tridecyl Trimellitate,Cetearyl Alcohol,Ceteareth-20,Snail Secretion Filtrate,Ethylhexyl Methoxycinnamate,Glyceryn stearate,PEG-100 Stearate,Hydrogenated Polyisobutene,Butyrospermum Parkii Butter,Propolis,Rosa Moschata Seed Oil,Triethanolamine,Chlorphenesin,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,BHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crema Caracol Propoleo Rosa Mosqueta Apícola del Alba
Butyrospermum Parkii Butter,Theobroma Cacao Butter,Sodium Bicarbonate,Cocos Nucifera Oil,Prunus amygdalus dulcis oil (Peumus Boldus Leaf),Drimys winteri,Laurelia sempervirens,Mentha Piperita leaf,Matricaria chamomilla Leaf,Zea Mays (corn),Beeswax,SIMMONDSIA CHINENSIS SEED OIL,Melaleuca Alternifolia (Tea Tree) Essential Oil,Citrus Aurantifolia (Lime) Oil,Tocoferol-DL Alfa Acetato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desodorante Intermedio Tea Tree
Sodium Cocoyl Isethion con proteína de arroz que ate,Sodium Coco Sulfate,Aqua,Saponinas de Chenopodium Quinoa Willd,Shea Butter,Avena sativa Flour polvo,Olea Europaea Oil,Bis- (Isostearoyl / Oleoyl Isopropyl) Dimonium Methosulfate,Kerarice (Aqua,Gliceryn,Oryza Sativa Seed Protein,Phytic Acid,Oryza Sativa Extract,Sodium Benzoate,Gluconolactone,Calcium Gluconate,Parfum,C.I 77007 (Ultramarine Blue),Citric acid,Potassium sorbate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shampoo Neutralizante Arroz Slow Natural
Aqua,Helianthus Annuus Seed Oil,Octyldodecanol,Butyrospermum Parkii Butter,Cetearyl Alcohol,Glyceryl Stearate,Glycerin,Prunus Amygdalus Dulcis Oil,Musa Sapientum Fruit Extract,Fragaria Vesca Fruit Extract,Euterpe Oleracea Fruit Extract,Xanthan Gum,Sodium Stearoyl Glutamate,Citric Acid,Benzyl Alcohol,Sodium Benzoate,Potassium Sorbate,Dehydroacetic Acid,Parfum,CI 14720,Hexyl Cinnamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loción Corporal Frutilla Super Good
Aqua,Cetearyl Alcohol,Cetrimonium Chloride,Stearamidopropyl Dimethylamine,Shea Butter Cetyl Esters,Zea Mays (Corn) Starch,Parfum,Methylchloroisothiazolinone,Disodium EDTA,Citric Acid,Cocos Nucifera Oil,Panthenol,Tocopheryl Acetate,Butyl-phenyl Methylpropional,linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skala Expert Crema para peinar y crema hidratante 2 en 1
Aqua,Hydroxyethylcellulose,Glycerin,Polyquaternium-10,PEG-90M,Cetrimonium chloride,Parfum,Methylchloroisothiazolinone,Panthenol,Shea Butter Cetyl esters,Ricinus Communis (Castor),Seed oil,Argania Spinosa kernel oil,Tocopheryl acetate,Disodium EDTA,Coumarin,Limonene,Linalool,CI14.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skala Expert Gel líquido Vegano Day after
Aqua,Cetearyl Alcohol,Cetrimonium Chloride,Stearamidopropyl Dimethylamine,Shea Butter Cetyl Esters,Parfum,Hydrolyzed Rice Protein,Theobroma Cacao Seed Butter,Cinnamomum Zeylanicum Bark extract,Acorus Calamus Root extract,Commiphora Myrrha Resin extract,Olea Europaea Fruit Oil,Laureth-2,Myreth-2,Octyldodecanol,Cetyl Lactate,Prunus Amygdalus Dulcis Oil,Zea Mays Oil,Gossypium Herbaceum Seed Oil,Helianthus Annuus Seed Oil,Triticum Vulgare Germ Oil,Persea Gratissima Oil,Phospholipids,Squalene,Glyceryl Linoleate,Glyceryl Linolenate,Tocopheryl Acetate,Cocos Nucifera Oil,Hydrolyzed Soy Protein,Porphyra Umbilicalis extract,Caesalpinia Spinosa Gum,Hydrolyzed Wheat Protein,Hydrolyzed Corn Protein,Argania spinosa kernel oil,Ricinus Communis (castor),Seed Oil,Vegetable milk Cocos Nucifera,Fruit Extract,Cocos Nucifera Oil,Tocopheryl acetate,Panthenol,Methylchloroisothiazolinone,Methylisothiazolinone,Citric Acid,Hexyl Cinnamal,Linalool,,,,,,,,,,,Skala Expert Crema para peinar y crema hidratante 18 elementos 2 en 1
Aqua,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Dimethiconol,Sodium Chloride,Parfum,Zinc pyrithione,Triethanolamine,Glycol Distearate,Acrylates/c10-30 alkyl acrylate crosspolymer,Sorbitol,dimethicone,Coco-glucoside,polyquaternium-10,zinc sulfate,glyceryl stearate,glyceryl oleate,tea-dodecylbenzenesulfonate,propylene glycol,copaifera officinalis resin,tetrasodium edta,sodium hydroxide,sodium polynaphthalenesulfonate,benzyl alcohol,citric acid,lactic acid,glycerin,benzoic acid,dmdm hydantoin,cellulose gum,sodium acetate,isopropyl alcohol,methylchloroisothiazolinone,CI 42090,methylisothiazolinone,iodopropynyl butylcarbamate,sodium sulfate,,,,,,,,,,,,,,,,,,,,Natura Shampoo Anticaspa Copaíba
Water,Sodium lauroyl Sarcosinate,Cocamidopropyl Betaine,Cocamide DEA,EDTA,Citric Acid,Glycerin,Sodium Hyaluronate,Fragance,Cinnamyl Alcohol,Citronellol,Coumarin,geraniol,Lilal,Alpha-Isomethyl Ionone,Benzyl Salicylate,Eugenol,Methylisothiazolinone,Methylchloroisothiazolinone,CI 15985,CI 19140,CI 42090,CI 17005,CI 15510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Han Shampoo Ácido Hialurónico
Aqua,Isododecane,Isopropyl palmitate,Dimethicone,helianthus annuus seed oil,Centaurea Cyanus flower extract,tocopherol,Sodium Chloride,Caprylyl/capryl glucoside,trisodium edta,Phenoxyethanol,Benzethonium Chloride,CI 61565,CI 60725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIVEA Desmaquillante bifásico de ojos
Aqua,Paraffinum liquidum,Glycerin,Cetearyl alcohol,Glyceryl Stearate SE,Isopropyl palmitate,Phenoxyethanol,Dimethicone,Carbomer,Sodium Hydroxide,Maris Sal,Linalool,Limonene,parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIVEA Crema Corporal Hidratación express
AQUA,HYDROGEN PEROXIDE,PROPYLENE GLYCOL,POLYSORBATE 20,CHAMOMILLA RECUTITA EXTRACT,DIAZOLIDINYL UREA,CI 19140,PHENACETIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capilatis Spray puro rubio aclarante instantaneo
Aqua,PVP,Propylene Glycol,Carbomer,Aminomethyl Propanol,DMDM Hydantoin,Fragrance,Phenoxyethanol,Sodium Laureth Sulfate,Methylparaben,Ethylparaben,Butylparaben,Propylparaben,Buthylphenyl Methylpropional,Limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roby GEL fijador
Aqua,Caprylic/Capric Triglyceride,Glyceril,Glyceryl stearate SE,Cetyl alcohol,Glycerin,Propylene Glycol,Cyclomethicone,Dimethicone,Phenoxyethanol,Parfum,Lanolin,Tocopheryl Acetate,Methylparaben,EDTA,Hexyl Cinnamal,Carbomer,Propylparaben,Triethanolamine,Ethylparaben,Butylphenyl Methypropional,Linalool,Hydroxycitronellal,Hydroxyisohexyl 3-Ciclonhexene Carboxaldenhyde,Citronellol,Alpha-Isomethyl Ionone,Coumarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tortulan leche desmaquillante ojo y rostro
water,glycerin,amodimethicone,tallow trimonium chloride,nonoxynol-10,polyquaternium-37,propylene glycol dicaprylate/ dicaprate,ppg-1 trideceth-6,phenoxyethanol,ethylhexylglycerin,fragrance,benzyl alcohol,benzyl salicylate,butylphenyl methylpropional,citronellol,geraniol,hexyl cinnamal,limonene,linalool,caprylic/ capric triglyceride,simmondsia chinensis seed oil,prunus amygdalus dulcis oil,disodium edta,cetrimonium chloride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nic Frizz mine itor reparador antifrizz
Agua,Bis-Aminopropyl Dimethicone,Cetyl Alcohol,Stearamidopropyl Dimethylamine,Stearyl Alcohol,Parfum,Quaternium-18,Hydroxyethylcellulose,Phenoxyethanol,Benzyl Alcohol,Peg-2m,Cetearyl Alcohol,Methylparaben,Propylparaben,Oleyl Alcohol,Glyceryl Stearate,Polysorbate 60,Lysine Hcl,Citric Acid,Edta,Panthenol,Panthenyl Ethyl Ether,Hexyl Cinnamal,Hydroxycitronellal,Limonene,Ci 19140,Ci 17200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantene Anti-Frizz Crema para peinar
Sodium Stearate,Sodium Oleate,Sodium Palmitate,Sodium Linoleate,Sodium Laurate,Sodium Myristate,Aqua,Glycerin,Parfum,Sodium Chloride,Citric Acid,Tetrasodium Edta,Etidronic Acid,Ci 77492,Sericin,Rosa Gallica Flower Extract,Jasminum Officinale Flower Extract,Ci 12490,Prunus Amygdalus Dulcis Oil,Nelumbium Speciosum Flower Oil,Cymbopogon Martini Oil,Mentha Arvensis Leaf Oil,Amyl Cinnamal,Coumarin,Hexyl Cinnamal,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lux flor de vainilla jabón con glicerina
Aqua,Polyacrylate-2 crosspolymer,Triethanolamine,Parfum/Fragance,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,DMDM Hydantoin,Propylene Glycol,Glycerin,Tetrasodium EDTA,Linalool,Buthylphenyl Methylpropional,Citronellol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fidelité gel modelador fijación extrema
Aqua,SODIUM LAURETH SULFATE,Cocamide Dea,Sodium chloride,Glycol Stearate,Styrene/Acrylates Copolymer,Parfum/Fragance,DMDM Hydantoin,Citric Acid,POLYQUATERNIUM-7,TETRASODIUM EDTA,Amodime-Thicone/Silsesquioxane Copolymer,Linalool,butylphenyl methylpropional,Trideceth-5,Glycerin,Phenoxyethanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fidelité Shampoo cremoso coloración premium
Aqua,Caprylic/Capric Triglyceride,Glycerin,Propanediol,Pentylene glycol,Niacinamide,AMMONIUM POLYACRYLOYLDIMETHYL TAURATE,Caprylyl glycol,Citric Acid,Xanthan Gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Roche-Posay Toleriane sensitive fluide
Aqua,Cetearyl Alcohol,Cetrimonium Chloride,Paraffinum Liquidum/Mineral Oil,Parfum/Fragrance,Methylparaben,Propylparaben,Citric Acid,Benzyl Salicylate,Limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Issue Professional Acondicionador
Aqua,Sodium Laureth Sulfate,Sodium Chloride,Lauramine Oxide,Hydrolyzed Collagen,Parfum/Fragrance,Polyquaternium-7,Citric Acid,Disodium EDTA,Methylisothiazolinone,Methylchloroisothiazolinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Issue Professional Shampoo Neutro
Aqua,Sodium Laureth Sulfate,Sodium Chloride,Lauramine Oxide,Styrene/butadiene copolymer,Parfum/ Fragrance,Citric Acid,PEG-45 M,Disodium EDTA,Methylisothiazolinone,Methylchloroisothiazolinone,Benzyl Salicylate,Limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Issue Professional Shampoo Post Color
Aqua,Alcohol Denat,Glycerin,Distarch Phosphate,Ethylhexyl Cocoate,Parfum,Aloe barbadensis Leaf Juice Powder,Panthenol,Dimethicone,Triceteareth-4 Phosphate,Carbomer,Sodium Hydroxide,Limonene,Linalool,Citronellol,Coumarin,ALPHA-ISOMETHYL IONONE,Geraniol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nivea Men Bálsamo After Shave
Aqua,Sodium Laureth Sulfate,Glycerin,Cocamidopropyl Betaine,Cocamide DEA,Sodium Chloride,Parfum,Polyquaternium-7,Citric Acid,HC Yellow No. 4,Methylchloroisothiazolinone,Methylisothiazolinone,Hexyl Cinnamal,Limonene,Linalool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Issue Professional Shampoo Golden Blonde
Isobutane,Butane,Propane,Ethyl trisiloxane,Titanium dioxide,CI 77491,CI 77492,CI 77499,trimethylsiloxysilicate,thriethoxycaprylylsilane,methyl trimethicone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'oreal Magic Retouch rubio claro corbertura temporal de canas
Aqua,Mineral Oil,Stearic Acid,Triethanolamine,Cetyl alcohol,Glycerin,Lanolin,Fragance,Phenoxyethanol,Methylparaben,Magnesium sulfate,Propylparaben,Isopropyl alcohol,Propylene Glycol,Retinyl palmitate,CI 16035,CI 19140,Coumarin,hydroxycitronellal,linalool,citronellol,alpha-isomethyl ionone,isoeugenol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hinds Crema Corporal
Aqua,Dimethicone,Cetyl alcohol,Stearamidopropyl Dimethylamine,Stearyl Alcohol,Quaternium-18,Hydroxyethylcellulose,benzyl alcohol,sorbitan caprylate,peg-2m,parfum,cetearyl alcohol,oleyl alcohol,glyceryl stearate,citric acid,polysorbate 60,limonene,hexyl cinnamal,hydroxycitronellal,linalool,rosmarinus officinalis leaf extract,citronellol,mentha piperita oil,menthol,mentha arvensis leaf oil,benzyl salicylate,citral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herbal Essences Daily detox hidratación Crema para peinar
Water,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Cocamide DEA,synthetic lanolin,peg-6000 distearate,sodium chloride,fragance,citric acid,aloe vera extract,white tea extract,dmdm hydantoin,disodium edta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botanika Shampoo Revitalizante Uso diario- aloe vera y té blanco
Water,Cetearyl alcohol,Cetrimonium Chloride,Hydrolyzed keratin,glycerin,behentrimonium methosulfate,cetyl lactate,stearyl alcohol,Celullose,calendula officinalis,flower extract,palta,fruit extract,hibiscus,disodium edta,methylchloroisothiazolinone,methylisothiazolinone,dmdm hydantoin,sodium benzoate,fragance,citric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Botanika Acondicionador Cabello normal a seco- Caléndula,palta e hibiscos"
Water,Sodium Laureth Sulfate,glycerin,lauryl glucoside,cocamidopropyl betaine,fragance,Phenoxyethanol,caprylyl glycol,guar hydroxypropyltrimonium chloride,calendula officinalis flower extract,cocos nucifera oil,olea europaea fruit oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veganis plant powered repairing Shampoo
Water,cetearyl alcohol,Isopropyl palmitate,cetrimonium chloride,stearamidopropyl dimethylamine,phenoxyethanol,fragance,citric acid,persea gratissima oil,olea europaea fruit oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veganis nutri- boot sublime aconicionador
Water,Cocamidopropyl betaine,disodium cocoamphodiacetate,peg-150 distearate,peg-8 cocoate,cocamide dea,cetrimonium chloride,glycerin,dehydroacetic acid,benzyl alcohol,ethylhexylglycerin,tocopheryl acetate,fragance,linalool,butylphenyl methylpropional,limonene,benzyl alcohol,polyquaternium-10,vaccinium myrtillus fruit extract,edta,polyquaternium-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frenzzi Naturale Shampoo sin sulfatos
Aqua,caprylic Triglyceride,glyceryl stearate se,cetyl alcohol,triethanolamine,stearic acid,carbomer,Methylchloroisothiazolinone,olea europaea fruit oil,parfum,caffeine,alpha isomethyl ionone,amyl cinnamal,amylcinnamyl alcohol,anisyl alcohol,benzyl alcohol,benzyl benzoate,benzyl cinnamate,benzyl salicylate,7791126,methyl propional,cinnamyl alcohol,citral,citronellol,coumarin,eugenol,farnesol,geraniol,hexyl cinnamaldehyde,hydroxycitron,ellal,isoeugenol,limonene,linalool,cinnamal,methyl 2 octynoate,hydroxy methylpentylcyclohexene carboxal,oak moss extract,treemoss extract,,,,,,,,,,,,,,,,,,"Veganis leche ultra reafirmante para la piel coffee berry, nectarine & extracto orgánico de oliva"
Aqua,bentonite,solum fullonum,kaolin,glycerin,paraffinum liquidum,stearic acid,titanium dioxide,glyceril monostearate,triethanolamine,curcuma longa resin extract,allantoin,lactic acid,sodium lauryl sulphate,methylcholoroisothiazolinone,methylisothiazolinone,benzyl alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Sri Máscara facial cúrcuma de la india
Aqua,Paraffinum Liquidum,Isopropyl Myristate,Propylene glycol,Glycerin Stearate SE,Polysorbate 80,Phenoxyethanol,Ethylhexylglycerin,Cetyl Alcohol,Fragrance,Benzyl Benzoate,Benzyl Salicylate,Geraniol,Hexyl Cinnamal,Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde,d-Limonene,Linalool,Buthylphenyl Methylpropional,Triethanolamine,Carbomer,BHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lidherma Fórmula limpieza
Water,Beeswax,Ozokerite,Shellac,Glyceryl Stearate,Triethanolamine,Propylene Glycol,Stearic Acid,Sorbitan Sesquioleate,Methylparaben,Quaternium-15,Quaternium-22,Simethicone,Butylparaben,CI 77491,CI 77492,CI 77499,Titanium Dioxide,CI 77007,Mica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great Lash Tejar Mascara para ojos
Aqua,Sodium coco Sulfate,Decyl glucoside,Cocamidopropyl Betaine,Sodium Chloride,Cocos Nucifera oil,Butyrospermum Parkii Butter,Camellia Sinensis leaf extract,coffea arabica seed extract,glycerin,potassium sorbate,citric acid,parfum,limonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Organic Shop Shampoo tropical Coconut & Shea
aqua,mineral oil,stearic acid,triethanolamine,ethyl alcohol,cetyl alcohol,cetyl acetate,acetylated lanolin alcohol,sorbitol,acetamide mea,lactamide mea,sweet almondoil,rice bran oil,lecithin,polyglyceryl 3 diisostearate,linalool,glycerin,glyceryl stearate,phenoxyethanol,fragrance,methylparaben,bht,ethylhexyl methoxycinnamate,disodium edta,propylparaben,menthol,aloe barbadensis leaf,retinyl palmitate,benzyl salicylate,citronellol,geraniol,limonene,,,,,,,,,,,,,,,,,,,,,,,,,Hinds Crema Corporal hidratación extrema con extracto de almendras
Aqua,Glycerin,Paraffinum Liquidum,Alcohol Denat.,Cetyl Alcohol,Glyceryl Stearate,Hydrogenated Coco-Glycerides,Stearyl Alcohol,Cera Microcristallina,Palmitic Acid,Stearic Acid,Dimethicone,Phenoxyethanol,Carbomer,Sodium Hydroxide,Methylparaben,Tocopheryl Acetate,Myristic Acid,Arachidic Acid,Oleic Acid,Geraniol,Parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIVEA MEN CREME
Aqua,Cetearyl alcohol,Cetrimonium Chloride,Stearamidopropyl Dimethylamine,Shea Butter Cetyl Esters,parfum,Rhodiola Rosea root extract,caesalpinia spinosa gum,glycerin,panthenol,tocopheryl acetate,citric acid,disodium edta,methylchloroisothiazolinone,methyl isothiazolinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skala Genetiqs Hidratante para el cabello
Water,Cetyl alcohol,Cetrimonium chloride,Coconut oil,Glycerin,Glyceryl stearate se,Dehydroacetic acid,benzyl alcohol,ethylhexylglycerin,tocopheryl acetate,water,fragrance,Hexyl cinnamal,Limonene,Hydroxycitronellal,Alpha isomethyl ionone,Citronellol,Geraniol,Allium cepa bulb extract,Panax ginseng root extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frenzzi NATURALE acondicionador cebolla y ginseng
Water,Glycerin,Coconut oil,Cetearyl alcohol,Glyceryl stearate se,Cetyl alcohol,Propylene glycol,Dehydroacetic acid,benzyl alcohol,ethylhexylglycerin,tocopheryl acetate,water,Ethylhexyl salicylate,Polyquaternium 10,Fragrance,Hexyl cinnamal,Limonene,Hydroxycitronellal,Alpha isomethyl ionone,Citronellol,Geraniol,Triethanolamine,Sweet almond oil,Allium cepa bulb extract,Panax ginseng root extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frenzzi NATURALE crema corporal coco cebolla y ginseng
Water,Sodium laureth sulfate,Cocamidopropyl betaine,Polyquaternium 7,Cocamide dea,Cetrimonium chloride,Glycerin,Propylene glycol,Peg 150 distearate y peg 8 cocoate,Dehydroacetic acid,benzyl alcohol,ethylhexylglycerin,tocopheryl acetate,water,Polyquaternium 10,Fragrance,Hexyl cinnamal,Limonene,Hydroxycitronellal,Alpha isomethyl ionone,Citronellol,Geraniol,Panax ginseng root extract,Allium cepa bulb extract,Tetrasodium edta,CI 15985,CI 16255,CI 16185,CI 19140,CI 42090,,,,,,,,,,,,,,,,,,,,,,,,,,,Frenzzi NATURALE shampoo cebolla y ginseng
Aqua,Cetearyl Alcohol,Cetrimonium Chloride,Stearamidopropyl Dimethylamine,Shea Butter Cetyl Esters,Parfum,Pilocarpus Microphyllus Leaf Extract,Camellia Sinensis Leaf Extract,Methylchloroisothiazolinone,Citric Acid,Panthenol,Tocopheryl Acetate,Citronellol,Hexyl Cinnamal,Linalool,Methylisothiazolinone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKALA Jaborandi y camelia hidratante
Water,Propylene glycol,Cetrimonium chloride,Hydroxyethylcellulose,Tea salicylate,Pvp,Benzophenone 4,Glycerin,Fragance,Butylphenyl methylpropional,Alpha isomethyl ionone,Limonene,Hydroxycitronellal,Citronellol,Linalool,Geraniol,Polyquaternium 7,Linum usitatissimum seed extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frenzzi Gel finalizador de lino
Water,Disodium Cocoamphodiacetate,Cocamidopropyl Betaine,Cocamide DEA,PEG 150 Distearate,Glycerin,Cetrimonium Chloride,Polyquaternium 7,Phenoxyethanol,Fragance,Polyquaternium 10,EDTA,Aloe Barbadensis Extract,Leaf Extract,Propyleneglycol,Butylphenyl Methylpropional,Hexyl Cinnamal,Amyl Cinnamal,Linalool,Benzyl Salicylate,PEG 8 Cocoate,Ethylhexylglycerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frenzzi Shampoo Aloe y Salvia
AQUA,GLYCERIN,STEARIC ACID,GLYCERYL STEARATE,ISOPROPYL PALMITATE,CETYL ALCOHOL NENOYETHANOL,DIMETHICONE,PARFUM,POTASSIUM HYDROXIDE,PETROLATUM,MAGNESIUM ALUMINUM SILICATE,METAYLPARABEN,ACRYLATESIC10-30 ALKYL ACRYLATE CROSSPOLYMER,PROPYLPARABEN,TITANUM DIOXDE,DISODUM EDTA,HELIANTHUS ANNUUS SEED OIL,ALPHA-ISOMETHYL 1ONONE,BUTYLPHENYL METHYLPROPIONAL,CITRONELLOL,LIMONENE,LINALOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dove Nourishing Body Care
Agua,Hamamelis virginiana extract,glycerin,Aloe barbadensis leaf extract,cetearyl alcohol,sucrose cocoate,phenoxyethanol,cetyl alcohol,melaleuca alternifolia oil,benzyl alcohol,titanium dioxide,zinc oxide,Pelargonium graveolens oil,citric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agua Calma Crema Facial de Hamamelis
sodium cocoyl isethionate,agua,COCOS NUCIFERA OIL,decyl-glucoside,coco-glucoside,glyceryl oleate,Lavandula Hybrida Grosso Oil,Aloe barbadensis leaf extract,CI 42051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agua Calma Shampoo Sólido Lavanda
Water,Ethylhexyl Methoxycinnamate,Cyclomethicone,C12-15 Alkyl Benzoate,Glyceryl Stearate SE,Propylene Glycol,Saccharide Isomerate,Cetyl Alcohol,Butyl Methoxydibenzoylmethane,Glycerin,Tocopheryl Acetate,Aluminum Starch Octenylsuccinate,Glyceryl Stearate,PEG-100 Stearate,Imidazolidinyl Urea,Xanthan Gum,Carbomer,Dimethicone,Disodium EDTA,Methylparaben,Triethanolamine,Tocopherol,Retinyl Palmitate,Propylparaben,Fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dermaglós facial crema hidratante de día con FPS 12
Water,Ethylhexyl Methoxycinnamate,C12-15 Alkyl Benzoate,Cyclomethicone,Saccharide Isomerate,Propylene Glycol,Butyl Methoxydibenzoylmethane Ethylhexyl Triazone,Tocopheryl Acetate,Glyceryl Stearate SE,Aluminum Starch Octenylsuccinate,Glycerin,Glyceryl Stearate,PEG-100 Stearate,Cetyl Alcohol,Imidazolidinyl Urea,Xanthan Gum,Disodium EDTA,Fragrance,Methylparaben,Dimethicone,Tocopherol,Retinyl Palmitate,Propylparaben,Potassium Hydroxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dermaglós Emulsión hidratante de día con FPS 20
Water,Mineral Oil,Glycerin,Propylene Glycol,Sorbitol,Glyceryl Stearate,PEG-100 Stearate,Dimethicone,Polysorbate 60,Bis-Diglyceryl Polyacyladipate-2,Cetyl Alcohol,Carbomer,Allantoin,Methylparaben,Retinyl Palmitate,Benzethonium Chloride,Sodium Citrate,Propylparaben,Sodium Hydroxide,Disodium EDTA,Tocopheryl Acetate,Citric Acid,BHT,Fragrance,BHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dermaglós Emulsión corporal regeneración intensiva
Water,Glyceryl Stearate SE,Mineral Oil,Sorbitol,Glycerin,Propylene Glycol,Bis-Diglyceryl Polyacyladipate-2,Dimethicone,Tocopheryl Acetate,Polysorbate 60,Cetyl Alcohol,Allantoin,Carbomer,Cetyl Esters,Methylparaben,Benzalkonium Chloride,Tocopherol,Propylparaben,Retinyl Palmitate,Sodium Hydroxide,Citric Acid,Sodium Citrate,Disodium EDTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dermaglós crema corporal hidratación profunda
